t,phi,omega,mu
22.900000000000055,0.2610106030974364,0.03831961974501899,-0.07291404050285262
23.000000000000057,0.2648425650719383,0.03101992704828328,-0.0729969269673571
23.10000000000006,0.2679445577767666,0.023718633010773666,-0.07301294037509612
23.20000000000006,0.270316421077844,0.016417338973264053,-0.07301294037509612
23.30000000000006,0.2719581549751704,0.00911604493575444,-0.07301294037509612
23.400000000000063,0.27286975946874586,0.001814750898244827,-0.07301294037509612
23.500000000000064,0.27305123455857033,-0.0054865431392647854,-0.07301294037509612
23.600000000000065,0.27250258024464385,-0.01014075447791633,-0.04654211338651545
23.700000000000067,0.2714885047968522,-0.014794965816567876,-0.04654211338651545
23.800000000000068,0.2700090082151954,-0.019449177155219422,-0.04654211338651545
23.90000000000007,0.26806409049967345,-0.02410338849387097,-0.04654211338651545
24.00000000000007,0.2656537516502864,-0.028757599832522514,-0.04654211338651545
24.100000000000072,0.26277799166703414,-0.03341181117117406,-0.04654211338651545
24.200000000000074,0.25943681054991674,-0.0380660225098256,-0.04654211338651545
24.300000000000075,0.2556302082989342,-0.042720392098169226,-0.04654369588343625
24.400000000000077,0.25135816908911723,-0.04737549390802365,-0.04655101809854423
24.500000000000078,0.24662061969831486,-0.0520318705284811,-0.04656376620457452
24.60000000000008,0.24141743264546675,-0.056689989693176575,-0.04658119164695476
24.70000000000008,0.2357484336761491,-0.0613503569084612,-0.0466036721528462
24.800000000000082,0.22961339798530297,-0.06601337753565341,-0.04663020627192215
24.900000000000084,0.22301206023173764,-0.07067940176607979,-0.04666024230426379
25.000000000000085,0.21594412005512967,-0.07534885126167969,-0.046694494955999054
25.100000000000087,0.2084092349289617,-0.08002202464448369,-0.046731733828039926
25.200000000000088,0.20040703246451336,-0.08469918343830048,-0.046771587938167866
25.30000000000009,0.19193711412068332,-0.08938071749398858,-0.046815340556881045
25.40000000000009,0.18299904237128445,-0.09406682007033933,-0.046861025763507404
